opt/step,opt/E,geom,cutoff
100774.0,-75.33054486910417,benzene_dimer_T_10.00A,transfer
100775.0,-75.32314971253115,benzene_dimer_T_10.00A,transfer
100776.0,-75.32453587658472,benzene_dimer_T_10.00A,transfer
100777.0,-75.32059534353232,benzene_dimer_T_10.00A,transfer
100778.0,-75.32027102405878,benzene_dimer_T_10.00A,transfer
100779.0,-75.33867917743193,benzene_dimer_T_10.00A,transfer
100780.0,-75.32900031209053,benzene_dimer_T_10.00A,transfer
100781.0,-75.34609241623284,benzene_dimer_T_10.00A,transfer
100782.0,-75.3301879036459,benzene_dimer_T_10.00A,transfer
100783.0,-75.33338307774791,benzene_dimer_T_10.00A,transfer
100784.0,-75.32786294174883,benzene_dimer_T_10.00A,transfer
100785.0,-75.29817351392884,benzene_dimer_T_10.00A,transfer
100786.0,-75.31524357188361,benzene_dimer_T_10.00A,transfer
100787.0,-75.29801623681152,benzene_dimer_T_10.00A,transfer
100788.0,-75.31923577389448,benzene_dimer_T_10.00A,transfer
100789.0,-75.33045270225304,benzene_dimer_T_10.00A,transfer
100790.0,-75.33905258887542,benzene_dimer_T_10.00A,transfer
100791.0,-75.34213687259768,benzene_dimer_T_10.00A,transfer
100792.0,-75.32948386539412,benzene_dimer_T_10.00A,transfer
100793.0,-75.3476048538003,benzene_dimer_T_10.00A,transfer
100794.0,-75.33188755217421,benzene_dimer_T_10.00A,transfer
100795.0,-75.34478726938926,benzene_dimer_T_10.00A,transfer
100796.0,-75.34205115702648,benzene_dimer_T_10.00A,transfer
100797.0,-75.3280291458147,benzene_dimer_T_10.00A,transfer
100798.0,-75.32407544120036,benzene_dimer_T_10.00A,transfer
100799.0,-75.31152394463498,benzene_dimer_T_10.00A,transfer
100800.0,-75.30349754422315,benzene_dimer_T_10.00A,transfer
100801.0,-75.33252997566709,benzene_dimer_T_10.00A,transfer
100802.0,-75.35527728390537,benzene_dimer_T_10.00A,transfer
100803.0,-75.33026870473901,benzene_dimer_T_10.00A,transfer
100804.0,-75.32858831996877,benzene_dimer_T_10.00A,transfer
100805.0,-75.32325496324123,benzene_dimer_T_10.00A,transfer
100806.0,-75.35019874542598,benzene_dimer_T_10.00A,transfer
100807.0,-75.31358221600661,benzene_dimer_T_10.00A,transfer
100808.0,-75.32802309315522,benzene_dimer_T_10.00A,transfer
100809.0,-75.34914321696368,benzene_dimer_T_10.00A,transfer
100810.0,-75.32961474569062,benzene_dimer_T_10.00A,transfer
100811.0,-75.33014525237884,benzene_dimer_T_10.00A,transfer
100812.0,-75.34592250919401,benzene_dimer_T_10.00A,transfer
100813.0,-75.33149224578074,benzene_dimer_T_10.00A,transfer
100814.0,-75.3527441541629,benzene_dimer_T_10.00A,transfer
100815.0,-75.34321855589936,benzene_dimer_T_10.00A,transfer
100816.0,-75.34207469607301,benzene_dimer_T_10.00A,transfer
100817.0,-75.32111969789457,benzene_dimer_T_10.00A,transfer
100818.0,-75.33925950483476,benzene_dimer_T_10.00A,transfer
100819.0,-75.33613978606475,benzene_dimer_T_10.00A,transfer
100820.0,-75.34410542911206,benzene_dimer_T_10.00A,transfer
100821.0,-75.35274696221029,benzene_dimer_T_10.00A,transfer
100822.0,-75.34177891521874,benzene_dimer_T_10.00A,transfer
100823.0,-75.34604944777294,benzene_dimer_T_10.00A,transfer
100824.0,-75.32946147048979,benzene_dimer_T_10.00A,transfer
100825.0,-75.33016867611067,benzene_dimer_T_10.00A,transfer
100826.0,-75.34580710607779,benzene_dimer_T_10.00A,transfer
100827.0,-75.31530670079654,benzene_dimer_T_10.00A,transfer
100828.0,-75.34327199441844,benzene_dimer_T_10.00A,transfer
100829.0,-75.33215644117861,benzene_dimer_T_10.00A,transfer
100830.0,-75.32477702066254,benzene_dimer_T_10.00A,transfer
100831.0,-75.33975692998597,benzene_dimer_T_10.00A,transfer
100832.0,-75.3220763690567,benzene_dimer_T_10.00A,transfer
100833.0,-75.34500425903141,benzene_dimer_T_10.00A,transfer
100834.0,-75.32478310799556,benzene_dimer_T_10.00A,transfer
100835.0,-75.30702736702587,benzene_dimer_T_10.00A,transfer
100836.0,-75.34192093679187,benzene_dimer_T_10.00A,transfer
100837.0,-75.31801733262128,benzene_dimer_T_10.00A,transfer
100838.0,-75.33682875644547,benzene_dimer_T_10.00A,transfer
100839.0,-75.34013668452624,benzene_dimer_T_10.00A,transfer
100840.0,-75.3241448987387,benzene_dimer_T_10.00A,transfer
100841.0,-75.3371995388504,benzene_dimer_T_10.00A,transfer
100842.0,-75.2955592331881,benzene_dimer_T_10.00A,transfer
100843.0,-75.33272949526295,benzene_dimer_T_10.00A,transfer
100844.0,-75.32715591171568,benzene_dimer_T_10.00A,transfer
100845.0,-75.32217874371153,benzene_dimer_T_10.00A,transfer
100846.0,-75.34002284497468,benzene_dimer_T_10.00A,transfer
100847.0,-75.3324094792398,benzene_dimer_T_10.00A,transfer
100848.0,-75.33811915213211,benzene_dimer_T_10.00A,transfer
100849.0,-75.32145305597793,benzene_dimer_T_10.00A,transfer
100850.0,-75.35848595914011,benzene_dimer_T_10.00A,transfer
100851.0,-75.34895682514212,benzene_dimer_T_10.00A,transfer
100852.0,-75.3287991578178,benzene_dimer_T_10.00A,transfer
100853.0,-75.3348457448161,benzene_dimer_T_10.00A,transfer
100854.0,-75.3286841216599,benzene_dimer_T_10.00A,transfer
100855.0,-75.32293510308085,benzene_dimer_T_10.00A,transfer
100856.0,-75.3273326729953,benzene_dimer_T_10.00A,transfer
100857.0,-75.33383605793055,benzene_dimer_T_10.00A,transfer
100858.0,-75.32469521813408,benzene_dimer_T_10.00A,transfer
100859.0,-75.33803617606767,benzene_dimer_T_10.00A,transfer
100860.0,-75.32506234707455,benzene_dimer_T_10.00A,transfer
100861.0,-75.32794463528998,benzene_dimer_T_10.00A,transfer
100862.0,-75.33198061493347,benzene_dimer_T_10.00A,transfer
100863.0,-75.3303578696584,benzene_dimer_T_10.00A,transfer
100864.0,-75.33058059731147,benzene_dimer_T_10.00A,transfer
100865.0,-75.30421276077465,benzene_dimer_T_10.00A,transfer
100866.0,-75.34022459718909,benzene_dimer_T_10.00A,transfer
100867.0,-75.33897320553132,benzene_dimer_T_10.00A,transfer
100868.0,-75.34649172610284,benzene_dimer_T_10.00A,transfer
100869.0,-75.33620050572561,benzene_dimer_T_10.00A,transfer
100870.0,-75.3271354919599,benzene_dimer_T_10.00A,transfer
100871.0,-75.32553563916562,benzene_dimer_T_10.00A,transfer
100872.0,-75.34962070848536,benzene_dimer_T_10.00A,transfer
100873.0,-75.33586064569991,benzene_dimer_T_10.00A,transfer
100874.0,-75.32867288079231,benzene_dimer_T_10.00A,transfer
100875.0,-75.34198239532125,benzene_dimer_T_10.00A,transfer
100876.0,-75.32328220489364,benzene_dimer_T_10.00A,transfer
100877.0,-75.32206447457133,benzene_dimer_T_10.00A,transfer
100878.0,-75.32283391533915,benzene_dimer_T_10.00A,transfer
100879.0,-75.33532071422083,benzene_dimer_T_10.00A,transfer
100880.0,-75.32727338121558,benzene_dimer_T_10.00A,transfer
100881.0,-75.33093988853369,benzene_dimer_T_10.00A,transfer
100882.0,-75.34161008718425,benzene_dimer_T_10.00A,transfer
100883.0,-75.33254001325756,benzene_dimer_T_10.00A,transfer
100884.0,-75.33047245971511,benzene_dimer_T_10.00A,transfer
100885.0,-75.33826450777028,benzene_dimer_T_10.00A,transfer
100886.0,-75.32067512438918,benzene_dimer_T_10.00A,transfer
100887.0,-75.33840855560757,benzene_dimer_T_10.00A,transfer
100888.0,-75.32971564974818,benzene_dimer_T_10.00A,transfer
100889.0,-75.31912611438838,benzene_dimer_T_10.00A,transfer
100890.0,-75.28569415204204,benzene_dimer_T_10.00A,transfer
100891.0,-75.33429820908242,benzene_dimer_T_10.00A,transfer
100892.0,-75.32997791497124,benzene_dimer_T_10.00A,transfer
100893.0,-75.31660894350682,benzene_dimer_T_10.00A,transfer
100894.0,-75.31283069398602,benzene_dimer_T_10.00A,transfer
100895.0,-75.33320438071725,benzene_dimer_T_10.00A,transfer
100896.0,-75.31756746075503,benzene_dimer_T_10.00A,transfer
100897.0,-75.31855968344608,benzene_dimer_T_10.00A,transfer
100898.0,-75.32868583250307,benzene_dimer_T_10.00A,transfer
100899.0,-75.32979544944594,benzene_dimer_T_10.00A,transfer
100900.0,-75.334932233133,benzene_dimer_T_10.00A,transfer
100901.0,-75.33777314144142,benzene_dimer_T_10.00A,transfer
100902.0,-75.3249678851787,benzene_dimer_T_10.00A,transfer
100903.0,-75.3284498282796,benzene_dimer_T_10.00A,transfer
100904.0,-75.34161802202442,benzene_dimer_T_10.00A,transfer
100905.0,-75.33250251466801,benzene_dimer_T_10.00A,transfer
100906.0,-75.32933797051916,benzene_dimer_T_10.00A,transfer
100907.0,-75.32803648298888,benzene_dimer_T_10.00A,transfer
100908.0,-75.33596347068114,benzene_dimer_T_10.00A,transfer
100909.0,-75.3140825641706,benzene_dimer_T_10.00A,transfer
100910.0,-75.33117101024257,benzene_dimer_T_10.00A,transfer
100911.0,-75.35379421170646,benzene_dimer_T_10.00A,transfer
100912.0,-75.34232615625933,benzene_dimer_T_10.00A,transfer
100913.0,-75.343964867056,benzene_dimer_T_10.00A,transfer
100914.0,-75.32641617409121,benzene_dimer_T_10.00A,transfer
100915.0,-75.320785025568,benzene_dimer_T_10.00A,transfer
100916.0,-75.33445730040606,benzene_dimer_T_10.00A,transfer
100917.0,-75.33529083366093,benzene_dimer_T_10.00A,transfer
100918.0,-75.33737573748833,benzene_dimer_T_10.00A,transfer
100919.0,-75.32306742715929,benzene_dimer_T_10.00A,transfer
100920.0,-75.34156210076699,benzene_dimer_T_10.00A,transfer
100921.0,-75.34042136340261,benzene_dimer_T_10.00A,transfer
100922.0,-75.33043617670305,benzene_dimer_T_10.00A,transfer
100923.0,-75.34836805483336,benzene_dimer_T_10.00A,transfer
100924.0,-75.34384103525146,benzene_dimer_T_10.00A,transfer
100925.0,-75.34252364257826,benzene_dimer_T_10.00A,transfer
100926.0,-75.33339451999684,benzene_dimer_T_10.00A,transfer
100927.0,-75.33740606208005,benzene_dimer_T_10.00A,transfer
100928.0,-75.31734445706049,benzene_dimer_T_10.00A,transfer
100929.0,-75.34768955899281,benzene_dimer_T_10.00A,transfer
100930.0,-75.35648081685206,benzene_dimer_T_10.00A,transfer
100931.0,-75.3441650836078,benzene_dimer_T_10.00A,transfer
100932.0,-75.35323804796067,benzene_dimer_T_10.00A,transfer
100933.0,-75.34979765528891,benzene_dimer_T_10.00A,transfer
100934.0,-75.32215721986772,benzene_dimer_T_10.00A,transfer
100935.0,-75.31825736055752,benzene_dimer_T_10.00A,transfer
100936.0,-75.34613684080041,benzene_dimer_T_10.00A,transfer
100937.0,-75.33052951221558,benzene_dimer_T_10.00A,transfer
100938.0,-75.33364318755868,benzene_dimer_T_10.00A,transfer
100939.0,-75.30531646081309,benzene_dimer_T_10.00A,transfer
100940.0,-75.33218564373675,benzene_dimer_T_10.00A,transfer
100941.0,-75.32564810538216,benzene_dimer_T_10.00A,transfer
100942.0,-75.33328197916086,benzene_dimer_T_10.00A,transfer
100943.0,-75.35721483799279,benzene_dimer_T_10.00A,transfer
100944.0,-75.29061887296957,benzene_dimer_T_10.00A,transfer
100945.0,-75.33227475925666,benzene_dimer_T_10.00A,transfer
100946.0,-75.33365293937833,benzene_dimer_T_10.00A,transfer
100947.0,-75.34522803702033,benzene_dimer_T_10.00A,transfer
100948.0,-75.34169835804502,benzene_dimer_T_10.00A,transfer
100949.0,-75.33084939719964,benzene_dimer_T_10.00A,transfer
100950.0,-75.31935116025377,benzene_dimer_T_10.00A,transfer
100951.0,-75.33149061708627,benzene_dimer_T_10.00A,transfer
100952.0,-75.34150452412646,benzene_dimer_T_10.00A,transfer
100953.0,-75.34577784640425,benzene_dimer_T_10.00A,transfer
100954.0,-75.3254602577863,benzene_dimer_T_10.00A,transfer
100955.0,-75.316879146509,benzene_dimer_T_10.00A,transfer
100956.0,-75.33294540934534,benzene_dimer_T_10.00A,transfer
100957.0,-75.33012522214457,benzene_dimer_T_10.00A,transfer
100958.0,-75.33322412176496,benzene_dimer_T_10.00A,transfer
100959.0,-75.33708953196394,benzene_dimer_T_10.00A,transfer
100960.0,-75.33199294806187,benzene_dimer_T_10.00A,transfer
100961.0,-75.34533858935725,benzene_dimer_T_10.00A,transfer
100962.0,-75.3425862715797,benzene_dimer_T_10.00A,transfer
100963.0,-75.33485719626958,benzene_dimer_T_10.00A,transfer
100964.0,-75.34052446349403,benzene_dimer_T_10.00A,transfer
100965.0,-75.33968076802529,benzene_dimer_T_10.00A,transfer
100966.0,-75.32918857917707,benzene_dimer_T_10.00A,transfer
100967.0,-75.34239754103123,benzene_dimer_T_10.00A,transfer
100968.0,-75.32952365017783,benzene_dimer_T_10.00A,transfer
100969.0,-75.33201113728371,benzene_dimer_T_10.00A,transfer
100970.0,-75.33133659823618,benzene_dimer_T_10.00A,transfer
100971.0,-75.33989471747897,benzene_dimer_T_10.00A,transfer
100972.0,-75.34634562712517,benzene_dimer_T_10.00A,transfer
100973.0,-75.34288160501774,benzene_dimer_T_10.00A,transfer
100974.0,-75.32511704704066,benzene_dimer_T_10.00A,transfer
100975.0,-75.34854152710346,benzene_dimer_T_10.00A,transfer
100976.0,-75.35304164837814,benzene_dimer_T_10.00A,transfer
100977.0,-75.34931992800443,benzene_dimer_T_10.00A,transfer
100978.0,-75.35173429495494,benzene_dimer_T_10.00A,transfer
100979.0,-75.34314594570087,benzene_dimer_T_10.00A,transfer
100980.0,-75.32349186355903,benzene_dimer_T_10.00A,transfer
100981.0,-75.33265026833597,benzene_dimer_T_10.00A,transfer
100982.0,-75.33068076003465,benzene_dimer_T_10.00A,transfer
100983.0,-75.33684488271992,benzene_dimer_T_10.00A,transfer
100984.0,-75.33484326718872,benzene_dimer_T_10.00A,transfer
100985.0,-75.31905005053781,benzene_dimer_T_10.00A,transfer
100986.0,-75.32431594349396,benzene_dimer_T_10.00A,transfer
100987.0,-75.32790849899115,benzene_dimer_T_10.00A,transfer
100988.0,-75.34635592517557,benzene_dimer_T_10.00A,transfer
100989.0,-75.34363146918372,benzene_dimer_T_10.00A,transfer
100990.0,-75.33852797697638,benzene_dimer_T_10.00A,transfer
100991.0,-75.35055649550112,benzene_dimer_T_10.00A,transfer
100992.0,-75.3296045733905,benzene_dimer_T_10.00A,transfer
100993.0,-75.33991950581274,benzene_dimer_T_10.00A,transfer
100994.0,-75.33245816680271,benzene_dimer_T_10.00A,transfer
100995.0,-75.33239811005578,benzene_dimer_T_10.00A,transfer
100996.0,-75.34435068515009,benzene_dimer_T_10.00A,transfer
100997.0,-75.34574964195525,benzene_dimer_T_10.00A,transfer
100998.0,-75.337490878105,benzene_dimer_T_10.00A,transfer
100999.0,-75.31032519129232,benzene_dimer_T_10.00A,transfer
101000.0,-75.33699683119883,benzene_dimer_T_10.00A,transfer
101001.0,-75.35436231508987,benzene_dimer_T_10.00A,transfer
101002.0,-75.33265239099163,benzene_dimer_T_10.00A,transfer
101003.0,-75.33773909039104,benzene_dimer_T_10.00A,transfer
101004.0,-75.33757485627025,benzene_dimer_T_10.00A,transfer
101005.0,-75.32244948985864,benzene_dimer_T_10.00A,transfer
101006.0,-75.35310386257007,benzene_dimer_T_10.00A,transfer
101007.0,-75.32437380514823,benzene_dimer_T_10.00A,transfer
101008.0,-75.33990136474065,benzene_dimer_T_10.00A,transfer
101009.0,-75.34578373187142,benzene_dimer_T_10.00A,transfer
101010.0,-75.32667385692318,benzene_dimer_T_10.00A,transfer
101011.0,-75.34649304931752,benzene_dimer_T_10.00A,transfer
101012.0,-75.33647396181763,benzene_dimer_T_10.00A,transfer
101013.0,-75.31255054589056,benzene_dimer_T_10.00A,transfer
101014.0,-75.31355311354537,benzene_dimer_T_10.00A,transfer
101015.0,-75.32947534576616,benzene_dimer_T_10.00A,transfer
101016.0,-75.34523506759979,benzene_dimer_T_10.00A,transfer
101017.0,-75.33142051614914,benzene_dimer_T_10.00A,transfer
101018.0,-75.32537693359777,benzene_dimer_T_10.00A,transfer
101019.0,-75.32918686758576,benzene_dimer_T_10.00A,transfer
101020.0,-75.32775305602881,benzene_dimer_T_10.00A,transfer
101021.0,-75.31795892170155,benzene_dimer_T_10.00A,transfer
101022.0,-75.33332762887858,benzene_dimer_T_10.00A,transfer
101023.0,-75.33672552199377,benzene_dimer_T_10.00A,transfer
101024.0,-75.34191634828608,benzene_dimer_T_10.00A,transfer
101025.0,-75.31543270648176,benzene_dimer_T_10.00A,transfer
101026.0,-75.32224701202566,benzene_dimer_T_10.00A,transfer
101027.0,-75.34593518297805,benzene_dimer_T_10.00A,transfer
101028.0,-75.33609087132893,benzene_dimer_T_10.00A,transfer
101029.0,-75.35195591743339,benzene_dimer_T_10.00A,transfer
101030.0,-75.33323265156596,benzene_dimer_T_10.00A,transfer
101031.0,-75.33314982363808,benzene_dimer_T_10.00A,transfer
101032.0,-75.33854471221105,benzene_dimer_T_10.00A,transfer
101033.0,-75.33149223299024,benzene_dimer_T_10.00A,transfer
101034.0,-75.32593473118229,benzene_dimer_T_10.00A,transfer
101035.0,-75.33552991317501,benzene_dimer_T_10.00A,transfer
101036.0,-75.33638085991453,benzene_dimer_T_10.00A,transfer
101037.0,-75.34149949674128,benzene_dimer_T_10.00A,transfer
101038.0,-75.3426358256398,benzene_dimer_T_10.00A,transfer
101039.0,-75.3250916292775,benzene_dimer_T_10.00A,transfer
101040.0,-75.34563796664581,benzene_dimer_T_10.00A,transfer
101041.0,-75.34907960462871,benzene_dimer_T_10.00A,transfer
101042.0,-75.3521935366509,benzene_dimer_T_10.00A,transfer
101043.0,-75.33705976282087,benzene_dimer_T_10.00A,transfer
101044.0,-75.32673126650772,benzene_dimer_T_10.00A,transfer
101045.0,-75.3217773105039,benzene_dimer_T_10.00A,transfer
101046.0,-75.3240221785939,benzene_dimer_T_10.00A,transfer
101047.0,-75.32070642835383,benzene_dimer_T_10.00A,transfer
101048.0,-75.31540011940236,benzene_dimer_T_10.00A,transfer
101049.0,-75.33395646319238,benzene_dimer_T_10.00A,transfer
101050.0,-75.33922852995987,benzene_dimer_T_10.00A,transfer
101051.0,-75.3289847726244,benzene_dimer_T_10.00A,transfer
101052.0,-75.32582084048126,benzene_dimer_T_10.00A,transfer
101053.0,-75.33111040560857,benzene_dimer_T_10.00A,transfer
101054.0,-75.30698411510454,benzene_dimer_T_10.00A,transfer
101055.0,-75.31233823001372,benzene_dimer_T_10.00A,transfer
101056.0,-75.34213351904339,benzene_dimer_T_10.00A,transfer
101057.0,-75.33572712118118,benzene_dimer_T_10.00A,transfer
101058.0,-75.3369399965498,benzene_dimer_T_10.00A,transfer
101059.0,-75.33326382685117,benzene_dimer_T_10.00A,transfer
101060.0,-75.33645132781336,benzene_dimer_T_10.00A,transfer
101061.0,-75.33445120481841,benzene_dimer_T_10.00A,transfer
101062.0,-75.33743719303725,benzene_dimer_T_10.00A,transfer
101063.0,-75.32628632359334,benzene_dimer_T_10.00A,transfer
101064.0,-75.34451731992465,benzene_dimer_T_10.00A,transfer
101065.0,-75.34010483913846,benzene_dimer_T_10.00A,transfer
101066.0,-75.3302990344355,benzene_dimer_T_10.00A,transfer
101067.0,-75.33584041081225,benzene_dimer_T_10.00A,transfer
101068.0,-75.32925250223232,benzene_dimer_T_10.00A,transfer
101069.0,-75.30896325236341,benzene_dimer_T_10.00A,transfer
101070.0,-75.35153545283734,benzene_dimer_T_10.00A,transfer
101071.0,-75.31831377656883,benzene_dimer_T_10.00A,transfer
101072.0,-75.32449085838324,benzene_dimer_T_10.00A,transfer
101073.0,-75.33704532630364,benzene_dimer_T_10.00A,transfer
101074.0,-75.32340294925625,benzene_dimer_T_10.00A,transfer
101075.0,-75.34623850780875,benzene_dimer_T_10.00A,transfer
101076.0,-75.33487594113018,benzene_dimer_T_10.00A,transfer
101077.0,-75.33287304829825,benzene_dimer_T_10.00A,transfer
101078.0,-75.33525554690411,benzene_dimer_T_10.00A,transfer
101079.0,-75.35460147591607,benzene_dimer_T_10.00A,transfer
101080.0,-75.34857581355502,benzene_dimer_T_10.00A,transfer
101081.0,-75.33718495178174,benzene_dimer_T_10.00A,transfer
101082.0,-75.33868647915975,benzene_dimer_T_10.00A,transfer
101083.0,-75.34036512593985,benzene_dimer_T_10.00A,transfer
101084.0,-75.33863576969604,benzene_dimer_T_10.00A,transfer
101085.0,-75.34218947986932,benzene_dimer_T_10.00A,transfer
101086.0,-75.34649066418163,benzene_dimer_T_10.00A,transfer
101087.0,-75.33990355096905,benzene_dimer_T_10.00A,transfer
101088.0,-75.33760471812322,benzene_dimer_T_10.00A,transfer
101089.0,-75.33054792287568,benzene_dimer_T_10.00A,transfer
101090.0,-75.34464643236485,benzene_dimer_T_10.00A,transfer
101091.0,-75.32502856683739,benzene_dimer_T_10.00A,transfer
101092.0,-75.33650106552969,benzene_dimer_T_10.00A,transfer
101093.0,-75.3308013026166,benzene_dimer_T_10.00A,transfer
101094.0,-75.36837482495932,benzene_dimer_T_10.00A,transfer
101095.0,-75.32157000459803,benzene_dimer_T_10.00A,transfer
101096.0,-75.32602621848278,benzene_dimer_T_10.00A,transfer
101097.0,-75.3370837518381,benzene_dimer_T_10.00A,transfer
101098.0,-75.33683466262629,benzene_dimer_T_10.00A,transfer
101099.0,-75.34006192411957,benzene_dimer_T_10.00A,transfer
101100.0,-75.3293560681188,benzene_dimer_T_10.00A,transfer
101101.0,-75.34343077125538,benzene_dimer_T_10.00A,transfer
101102.0,-75.31891286514079,benzene_dimer_T_10.00A,transfer
101103.0,-75.31012154742086,benzene_dimer_T_10.00A,transfer
101104.0,-75.33709680277356,benzene_dimer_T_10.00A,transfer
101105.0,-75.32356124648385,benzene_dimer_T_10.00A,transfer
101106.0,-75.32629659817933,benzene_dimer_T_10.00A,transfer
101107.0,-75.33344584803498,benzene_dimer_T_10.00A,transfer
101108.0,-75.33643724314136,benzene_dimer_T_10.00A,transfer
101109.0,-75.33451923895025,benzene_dimer_T_10.00A,transfer
101110.0,-75.35193650450577,benzene_dimer_T_10.00A,transfer
101111.0,-75.3479977581895,benzene_dimer_T_10.00A,transfer
101112.0,-75.30906475902574,benzene_dimer_T_10.00A,transfer
101113.0,-75.33691810199663,benzene_dimer_T_10.00A,transfer
101114.0,-75.3209000650736,benzene_dimer_T_10.00A,transfer
101115.0,-75.32524244065749,benzene_dimer_T_10.00A,transfer
101116.0,-75.3392949495906,benzene_dimer_T_10.00A,transfer
101117.0,-75.31802395255369,benzene_dimer_T_10.00A,transfer
101118.0,-75.33041947202216,benzene_dimer_T_10.00A,transfer
101119.0,-75.33751145955803,benzene_dimer_T_10.00A,transfer
101120.0,-75.33953496471584,benzene_dimer_T_10.00A,transfer
101121.0,-75.32977596913918,benzene_dimer_T_10.00A,transfer
101122.0,-75.33117766753601,benzene_dimer_T_10.00A,transfer
101123.0,-75.33204338069362,benzene_dimer_T_10.00A,transfer
101124.0,-75.32554362636594,benzene_dimer_T_10.00A,transfer
101125.0,-75.32799758212384,benzene_dimer_T_10.00A,transfer
101126.0,-75.31729937010793,benzene_dimer_T_10.00A,transfer
101127.0,-75.34250209520654,benzene_dimer_T_10.00A,transfer
101128.0,-75.34384477696118,benzene_dimer_T_10.00A,transfer
101129.0,-75.33294202019229,benzene_dimer_T_10.00A,transfer
101130.0,-75.3331833913167,benzene_dimer_T_10.00A,transfer
101131.0,-75.32515791576462,benzene_dimer_T_10.00A,transfer
101132.0,-75.33310620044887,benzene_dimer_T_10.00A,transfer
101133.0,-75.30957534667185,benzene_dimer_T_10.00A,transfer
101134.0,-75.3116318343967,benzene_dimer_T_10.00A,transfer
101135.0,-75.32174288540276,benzene_dimer_T_10.00A,transfer
101136.0,-75.31182874171223,benzene_dimer_T_10.00A,transfer
101137.0,-75.32851851305459,benzene_dimer_T_10.00A,transfer
101138.0,-75.33994534361088,benzene_dimer_T_10.00A,transfer
101139.0,-75.33350053477606,benzene_dimer_T_10.00A,transfer
101140.0,-75.34335171488986,benzene_dimer_T_10.00A,transfer
101141.0,-75.35092745247556,benzene_dimer_T_10.00A,transfer
101142.0,-75.32262051280253,benzene_dimer_T_10.00A,transfer
101143.0,-75.33549019855525,benzene_dimer_T_10.00A,transfer
101144.0,-75.33336468854547,benzene_dimer_T_10.00A,transfer
101145.0,-75.33441101747715,benzene_dimer_T_10.00A,transfer
101146.0,-75.33964143681138,benzene_dimer_T_10.00A,transfer
101147.0,-75.33559572797542,benzene_dimer_T_10.00A,transfer
101148.0,-75.35563518882239,benzene_dimer_T_10.00A,transfer
101149.0,-75.341470816763,benzene_dimer_T_10.00A,transfer
101150.0,-75.32969261451953,benzene_dimer_T_10.00A,transfer
101151.0,-75.33973837492599,benzene_dimer_T_10.00A,transfer
101152.0,-75.33922322047951,benzene_dimer_T_10.00A,transfer
101153.0,-75.33453326442111,benzene_dimer_T_10.00A,transfer
101154.0,-75.34483415035977,benzene_dimer_T_10.00A,transfer
101155.0,-75.33362314091238,benzene_dimer_T_10.00A,transfer
101156.0,-75.3428393504274,benzene_dimer_T_10.00A,transfer
101157.0,-75.34235547181468,benzene_dimer_T_10.00A,transfer
101158.0,-75.32411619184876,benzene_dimer_T_10.00A,transfer
101159.0,-75.33373413329238,benzene_dimer_T_10.00A,transfer
101160.0,-75.30211536409062,benzene_dimer_T_10.00A,transfer
101161.0,-75.32959267102044,benzene_dimer_T_10.00A,transfer
101162.0,-75.35032034711645,benzene_dimer_T_10.00A,transfer
101163.0,-75.29646478589576,benzene_dimer_T_10.00A,transfer
101164.0,-75.34790410019187,benzene_dimer_T_10.00A,transfer
101165.0,-75.33220615288842,benzene_dimer_T_10.00A,transfer
101166.0,-75.33624869396297,benzene_dimer_T_10.00A,transfer
101167.0,-75.33604927264753,benzene_dimer_T_10.00A,transfer
101168.0,-75.33380659133223,benzene_dimer_T_10.00A,transfer
101169.0,-75.33469739775833,benzene_dimer_T_10.00A,transfer
101170.0,-75.34767302718018,benzene_dimer_T_10.00A,transfer
101171.0,-75.34330093792182,benzene_dimer_T_10.00A,transfer
101172.0,-75.33694344062394,benzene_dimer_T_10.00A,transfer
101173.0,-75.338387164826,benzene_dimer_T_10.00A,transfer
101174.0,-75.33180538777405,benzene_dimer_T_10.00A,transfer
101175.0,-75.35002113657659,benzene_dimer_T_10.00A,transfer
101176.0,-75.33173561373108,benzene_dimer_T_10.00A,transfer
101177.0,-75.3459682578061,benzene_dimer_T_10.00A,transfer
101178.0,-75.33402877577954,benzene_dimer_T_10.00A,transfer
101179.0,-75.33197688682924,benzene_dimer_T_10.00A,transfer
101180.0,-75.33520587541756,benzene_dimer_T_10.00A,transfer
101181.0,-75.3236311814927,benzene_dimer_T_10.00A,transfer
101182.0,-75.32839786773721,benzene_dimer_T_10.00A,transfer
101183.0,-75.33102563923745,benzene_dimer_T_10.00A,transfer
101184.0,-75.33724379738501,benzene_dimer_T_10.00A,transfer
101185.0,-75.33466349798633,benzene_dimer_T_10.00A,transfer
101186.0,-75.34804192251335,benzene_dimer_T_10.00A,transfer
101187.0,-75.34155540023337,benzene_dimer_T_10.00A,transfer
101188.0,-75.35100779271994,benzene_dimer_T_10.00A,transfer
101189.0,-75.34642489911175,benzene_dimer_T_10.00A,transfer
101190.0,-75.32512591046091,benzene_dimer_T_10.00A,transfer
101191.0,-75.32828953118221,benzene_dimer_T_10.00A,transfer
101192.0,-75.31749349420765,benzene_dimer_T_10.00A,transfer
101193.0,-75.33607679324479,benzene_dimer_T_10.00A,transfer
101194.0,-75.33641456913597,benzene_dimer_T_10.00A,transfer
101195.0,-75.33246396754876,benzene_dimer_T_10.00A,transfer
101196.0,-75.33652807779912,benzene_dimer_T_10.00A,transfer
